workerNum,retake,gender,age,country,years,residence,education,vision,websiteName,trialNum,image_type,score,score2,black,silver,gray,white,maroon,red,purple,fuchsia,green,lime,olive,yellow,navy,blue,teal,aqua,hue,saturation,value,textArea,nonTextArea,numOfLeaves,percentageOfLeafArea,numOfTextGroup,numOfImageArea,colorfulness1,colorfulness2,complexitymodel,colorfulnessmodelnew,colorfulnessmodel,colorfulnessmodelnewest,colorHorizontalSymmetry,colorVerticalSymmetry,intensityHorizontalSymmetry,intensityVerticalSymmetry,intensityHorizontalBalance,intensityVerticalBalance,numOfQuadTreeLeaves_color,numOfQuadTreeLeaves_intensity,colorEquilibrium,intensityEquilibrium
0,No,Male,45,Italy,43,No,college,No,practice_0,1,practice,7
0,No,Male,45,Italy,43,No,college,No,practice_1,2,practice,4
0,No,Male,45,Italy,43,No,college,No,practice_2,3,practice,3
0,No,Male,45,Italy,43,No,college,No,practice_3,4,practice,6
0,No,Male,45,Italy,43,No,college,No,practice_4,5,practice,1
0,No,Male,45,Italy,43,No,college,No,english_333,1,english,2,2,0.038714018,0.939246953,0.012015265,0.932218075,0.0473058,0.013837263,0.011330293,0.000464,0.033041291,0,0.010533686,0.006207474,0.037840229,0.009868008,0.013418286,0.010014099,3.496194063,9.441257096,244.2294767,113096,23641,91,18.84527762,12,2,3.92980327,34.49059904,3.294609027,3.123245338,4.207333944,3.142715873,1,1,0.659162294,0.636487926,0.298939578,0.360209605,4,880,0,0.850718391
0,No,Male,45,Italy,43,No,college,No,english_244,2,english,6,5,0.127554581,0.811730683,0.131434128,0.75134784,0.137777969,0.011870067,0.092744194,0,0.129172012,0,0.111977898,0.000854,0.121344246,1.27e-06,0.082560219,0.000128,17.43149694,19.13896561,209.8372421,123013,183163,79,38.93229167,25,7,13.06842102,21.72384566,5.230554619,3.584259908,8.44290612,3.928525489,0.810508728,0.810910543,0.957962036,0.957962036,1,0.678973867,704,75,0.825846354,0.817708333
0,No,Male,45,Italy,43,No,college,No,english_199,3,english,4,3,0.009630839,0.868021667,0.125409439,0.860627472,0.009091695,0.000712,0.004500071,0,0.11990229,0.001940409,0.119305931,0.000581,0.014948527,0.005163828,0.110530853,0,8.590861003,21.22617086,240.8487498,71770,7200,50,10.04155477,26,2,2.191631353,41.2149187,3.27324625,3.709534694,4.754212106,3.784410514,1,1,0.949729919,0.922503153,0.588098318,0.3895841,4,179,0,0.849934896
0,No,Male,45,Italy,43,No,college,No,english_34,4,english,4,5,0.047170002,0.879014313,0.085081734,0.833463013,0.049812317,0.000195,0.048360188,0,0.050015766,0,0.043704987,0.000111,0.058039349,0.041987102,0.096753441,0.040692646,44.39134216,19.15329997,228.3934759,141776,270441,49,52.41610209,10,7,3.855005369,45.25479983,4.962439991,4.073777935,11.11592474,4.282015959,0.80700175,0.880015055,1,1,NA,NA,272,4,0.723958333,0
0,No,Male,45,Italy,43,No,college,No,foreign_24,5,foreign,5,4,0.253030151,0.182261154,0.799226105,0.099151611,0.280330658,0.008068085,0.746847808,0,0.261440277,0.000175,0.770464599,0.002571106,0.251291901,6.23e-05,0.723814666,3.05e-05,10.65119044,19.06526057,106.0778669,85068,116111,136,25.58123271,47,14,9.1823479,27.79235916,6.22292195,5.170306467,12.50298834,5.355960607,0.726277669,0.775777181,0.837677002,0.752888997,0.261313634,0.795329891,506,483,0.842447917,0.689127604
0,No,Male,45,Italy,43,No,college,No,english_304,6,english,7,7,0.066869073,0.602585137,0.185355753,0.405285776,0.059763014,0.021654157,0.022343867,0.010908341,0.10507217,0.063274384,0.165983781,0.019636925,0.050359741,0.031133911,0.07915137,0.290501684,47.57819534,127.8629308,228.7948489,22501,629096,5,88.99264127,1,1,12.46090289,165.9710612,4.384916485,7.619519122,11.68545346,8.694244676,0.890498667,0.622934968,0.849790765,0.639938705,0.354031051,0.187476883,822,859,0.960895503,0.848711813
0,No,Male,45,Italy,43,No,college,No,english_347,7,english,2,2,0.026041623,0.959691167,0.025023522,0.947774649,0.027313562,0.001149159,0.013124967,0,0.024655184,0,0.010565916,0.000395,0.028440649,0.001776851,0.015090816,0.007495055,79.96734899,9.362535489,239.6325161,124591,20937,39,20.07620593,12,6,11.69913707,21.35772217,3.84511061,3.384097234,12.39287608,4.556627354,0.988610497,0.985652758,0.721420708,0.824439423,0.756569962,0.288733032,4096,696,0.996642867,0.756728081
0,No,Male,45,Italy,43,No,college,No,english_312,8,english,3,3,0.045433745,0.897028506,0.063346438,0.873698592,0.073523499,0.019102991,0.052908827,0.003716381,0.043972321,0.000549,0.06604974,0.008617771,0.048162177,0.008894185,0.037695475,0.005828502,14.15179365,16.87542586,237.6257512,156459,81469,32,31.46729585,10,4,8.868019249,38.86892715,3.885442669,3.519363743,6.507411849,3.652360237,0.926484436,0.864837484,1,1,NA,NA,235,4,0.594399966,0
0,No,Male,45,Italy,43,No,college,No,english_290,9,english,3,2,0.087873787,0.851175249,0.076124169,0.824001253,0.07724525,0.002514368,0.047833323,0,0.091576584,0.000328,0.031078821,0.01004765,0.099964358,0.004061995,0.084768713,0.02835539,16.52730025,21.25768482,226.1778789,151234,58657,61,29.44995398,17,5,5.592192292,39.20096608,4.258360413,3.631779688,7.265962495,3.782132498,0.859405868,0.885672032,0.762128457,0.508407417,0.372285857,0.8046594,220,925,0.675466954,0.751751078
0,No,Male,45,Italy,43,No,college,No,foreign_56,10,foreign,7,5
0,No,Male,45,Italy,43,No,college,No,english_142,11,english,4,4,0.386091858,0.545642853,0.176947281,0.453006744,0.398815155,0.020350138,0.128574371,0,0.381158203,0,0.103865303,0,0.392576844,0,0.119270325,0.000516,49.69482422,18.87406286,146.5895767,83296,213408,44,37.72786458,16,2,11.43239966,28.30430012,4.139904085,3.837819885,8.750266771,4.224729701,0.71618398,0.590909322,0.761978149,0.80649821,1,0.831360503,895,475,0.741536458,0.47265625
0,No,Male,45,Italy,43,No,college,No,english_232,12,english,6,6,0.125485733,0.615263641,0.317660004,0.496683747,0.166783646,0.039737701,0.115935005,3.56e-05,0.227336884,0,0.192186996,0.058872223,0.197845459,0.06098048,0.213747665,0.004053751,41.20384598,82.65863927,194.1143099,58198,414609,27,60.120519,7,6,30.9013601,81.3337508,4.64938058,6.108852411,11.97066732,7.075611627,0.873039246,0.71400706,0.863080343,0.757011414,0.529458244,0.518698603,1711,499,0.958007813,0.790039063
0,No,Male,45,Italy,43,No,college,No,english_94,13,english,4,6,0.21158345,0.697924316,0.137911484,0.623421967,0.24584198,0.056288403,0.106764473,0,0.199946091,0.006338755,0.117396034,0.00881958,0.187990829,0.001588186,0.069690704,0.003331502,28.47787476,44.37803268,192.7042135,122715,290428,49,52.53384908,18,8,15.47256506,52.47542142,5.359366337,4.828397636,10.98122692,5.281713562,0.791547139,0.678270976,0.854675293,0.776753743,0.278498325,0.77759857,673,530,0.71484375,0.752929688
0,No,Male,45,Italy,43,No,college,No,english_70,14,english,5,6,0.068813324,0.829559326,0.221890762,0.705546081,0.087992348,0.010374705,0.178551987,0.001720428,0.076095581,0.007488251,0.110192619,0.011408488,0.084829964,0.002174377,0.08588282,0.000674,52.44250107,33.67328898,219.7880898,144528,174731,72,40.59588114,38,8,11.17903388,53.53539532,6.287981869,4.487280231,12.51221983,4.853414258,0.751475016,0.826426188,0.945411682,0.912732442,0.612021858,1,499,140,0.811848958,0.472330729
0,No,Male,45,Italy,43,No,college,No,grayscale_2,15,grayscale,1,1
0,No,Male,45,Italy,43,No,college,No,grayscale_13,16,grayscale,1,1
0,No,Male,45,Italy,43,No,college,No,english_231,17,english,6,6,0.301003784,0.463937134,0.414346069,0.304361969,0.141493484,0.000584,0.252774566,0,0.312984467,0,0.177743271,0.00044,0.460885376,0.123170219,0.502089202,6.36e-06,49.7748909,92.63521067,148.2936808,61220,484020,29,69.33085124,12,5,6.281242708,57.76836712,4.999063744,5.257416383,11.59587671,6.08886976,0.732144674,0.717013041,0.886227926,0.67440033,0.514623472,0.998993446,855,658,0.848307292,0.564778646
0,No,Male,45,Italy,43,No,college,No,english_218,18,english,4,4,0.452103943,0.160280868,0.482903808,0.067670189,0.542432129,0.01669693,0.254699707,0,0.493649811,0.005128225,0.248658493,0.011451721,0.588935852,0,0.356048584,4.45e-05,33.97187297,97.41541926,104.6671321,169481,53976,49,28.4140269,25,5,34.60821585,66.06793431,5.207312595,5.521815531,10.40242153,6.079228503,0.877321879,0.883979797,1,1,NA,NA,429,4,0.915039063,0
0,No,Male,45,Italy,43,No,college,No,english_76,19,english,4,3,0.038703918,0.904692352,0.072839104,0.886309326,0.009155273,0.000661,0.046328228,0,0.013736725,0.000824,0.019884745,0.001427968,0.077840172,0.011858623,0.09493383,0.001580556,34.55799103,26.59341176,237.9579913,181626,20322,59,25.67901611,25,8,2.959206262,38.88327277,5.059489266,3.596113751,10.24237799,3.748441349,0.956054688,0.91108195,0.933443705,0.837089539,0.410863302,0.919419048,142,296,0.521484375,0.609375
